author,now_price,pre_price,short_title,title
文之易,¥39.90,¥79.80, Midjourney从入门到精通书籍 ai绘画 ai设计绘画入门教程书籍 实操midjourney ai提示词设计书 人, Midjourney从入门到精通书籍 ai绘画 ai设计绘画入门教程书籍 实操midjourney ai提示词设计书 人 Midjourney 技术权威指南、14种midjourney AI绘画应用场景、配套视频教学、Midjourney教程、 Midjourney提示词
谭云杰,¥34.00,¥68.00, 大象——Thinking in UML（第二版）, 大象——Thinking in UML（第二版） 
雷波,¥44.00,¥88.00, Midjourney人工智能AI绘画教程：从娱乐到商用, Midjourney人工智能AI绘画教程：从娱乐到商用 人工智能AI绘画教程：从娱乐到商用（AI人工智能绘画教程书 关键词prompt描述语技巧 AIGC绘图插画设计摄影视频制作）
秋叶,¥59.80,¥119.60, 玩转ChatGPT办公：秒懂AI提问+写作 当当套装2册 赠GPT Midjourney使用手册, 玩转ChatGPT办公：秒懂AI提问+写作 当当套装2册 赠GPT Midjourney使用手册 ChatGPT时代，让AI成为你的效率神器，有效掌握AI提问方法，精确下达AI指令，从提问到写作，充分发货GPT威力
安德鲁·特拉斯克,¥49.50,¥99.00, 深度学习图解, 深度学习图解 深度学习是人工智能的一个分支，这本书以有趣的图解方式为你揭开深度学习的神秘面纱
李金明,¥29.90,¥59.80, 中文版Photoshop 2023入门教程, 中文版Photoshop 2023入门教程 Photoshop 2023零基础自学教程，细致功能讲解，配合视频教学及PPT课件，综合实战案例+课后练习，纸电同步电子书免费领取。
冯韬,¥49.90,¥99.80, 与梦境的距离 Terry F的人像摄影灵感与技术, 与梦境的距离 Terry F的人像摄影灵感与技术 （1）观念摄影是摄影＋艺术后期的艺术创作，诞生如游戏原画、艺术品般的摄影作品。 （2）ps后期“手把手”教学，告别傻瓜式修图，掌握修图核心技巧。 （3）摄影核心理念，让你从拍好看到拍大片。 （4）特殊
博蓄诚品,¥64.00,¥128.00, WPS函数与公式速查大全, WPS函数与公式速查大全 双色图解+视频讲解，10余类200+常用函数一网打尽
陈爱军,¥44.50,¥89.00, 深入浅出通信原理, 深入浅出通信原理 通信人家园论坛总点击量800万的神帖 七年磨一剑 被网友称为通信界的《明朝那些事儿》 与《大话通信》《大话无线通信》《大话移动通信》同基础全面的计算机IT学科普及书
卢广京,¥44.00,¥88.00, 无界画师——Midjourney极简入门, 无界画师——Midjourney极简入门 
江礼教,¥44.50,¥89.00, 华为HCIP路由与交换技术实战, 华为HCIP路由与交换技术实战 深入讲解HCIP的关键技术，配有大量示例及实验演示!内容循序渐进，配套丰富学习资源助力快速动手实践
路易斯·G·塞拉诺,¥64.00,¥128.00, 机器学习图解, 机器学习图解 优达学城创始人Sebastian Thrun作序推荐，机器学习布道者、Google和Apple前工程师Luis G. Serrano 倾情分享：以图形的方式讲解机器学习经典算法和技术。
杨维忠,¥54.50,¥109.00, SPSS统计分析从入门到精通（第五版）, SPSS统计分析从入门到精通（第五版） 畅销书 重磅升级 掌握大数据分析工具成就专业高手
迈克尔·亚力山大,¥64.00,¥128.00, 中文版Access 2019宝典(第9版), 中文版Access 2019宝典(第9版) 了解和使用Access 2019的卓越功能，创建和管理Access数据库的全新专享指南。
张益珲,¥44.50,¥89.00, 微信小程序与云开发从入门到实践, 微信小程序与云开发从入门到实践 一线前端架构师倾力打造，小程序全栈开发、基础教程、云开发、微信小程序项目与案例开发
仿真联盟,¥49.90,¥99.80, ANSYS Fluent中文版超级学习手册, ANSYS Fluent中文版超级学习手册 ANSYS Fluent教程书籍2023新版，基础知识+实例讲解+同步视频，仿真联盟编著，附赠案例文件、思维导图、视频课程，快速入门流体力学分析。
唯美世界曹茂鹏,¥49.90,¥99.80, 中文版 Cinema 4D R25 从入门到精通（微课视频全彩版唯美世界）C4D书籍教材新印象 c4d r25 c4d教, 中文版 Cinema 4D R25 从入门到精通（微课视频全彩版唯美世界）C4D书籍教材新印象 c4d r25 c4d教 畅销百万册唯美系列新作专家教程156集视频+122个实例+配套源文件+实例素材+海量配套资源，三维建模+动画渲染+电商广告+影视动画+CG游戏+特效
3dtotal,¥54.00,¥108.00, Procreate数字绘画从入门到精通, Procreate数字绘画从入门到精通 iPad手绘Procreate数字绘画从入门到精通迪斯尼角色设计科幻幻想题材游戏动漫主题手绘技法
唯美世界,¥34.90,¥69.80, Premiere短视频制作教程（案例视频全彩版）用pr比剪映更专业 pr入门教材书籍 短视频剪辑教程从入门到精通 自媒体, Premiere短视频制作教程（案例视频全彩版）用pr比剪映更专业 pr入门教材书籍 短视频剪辑教程从入门到精通 自媒体 专业视频剪辑软件影视片头短视频Vlog视频剪辑专业工具，扫码看300分钟视频讲解+62个实例案例分析，赠62集案例视频教程和素材源文件
吴灿铭,¥24.50,¥49.00, 图解算法：使用C语言, 图解算法：使用C语言 理解零负担，采用功能强大的C语言演绎算法思维
武内觉,¥34.90,¥69.80, Linux是怎样工作的, Linux是怎样工作的 富士通一线Linux内核开发工程师十年经验总结，大量实验程序及198张图解，实验程序使用C和Python编写，直击Linux运行原理，现代计算机操作系统图解趣味版。
天工在线,¥44.90,¥89.80, MATLAB2020从入门到精通实战案例+视频教程 matlab教程matlab数学建模matlab程序设计matlab, MATLAB2020从入门到精通实战案例+视频教程 matlab教程matlab数学建模matlab程序设计matlab 手机扫码看900分钟同步微视频讲解+ 406个实例案例分析，MATLAB入门教程、视频教程、自学教程，赠7大工程应用案例视频及源文件
明日科技,¥49.90,¥99.80, PHP从入门到精通（第6版）, PHP从入门到精通（第6版） PHP入门经典，销售12年，60万PHP程序员、数百所高校的选择，212集微课视频+277个应用示例+61个实践练习+2个项目案例+海量开发资源库+在线答疑
刘洪,¥34.90,¥69.80, 青少年信息学竞赛, 青少年信息学竞赛 一本信息学竞赛初学者入门教材。随书赠送：教学大纲、教学课件、微课视频、案例源代码和思考练习参考答案，获取地址见书前言二维码。教材服务QQ:1815317009
天工在线,¥44.90,¥89.80, UG NX 12.0中文版从入门到精通ug教程ug建模ug模具设计ug12曲面设计钣金草图设计工程图数控编程数控加工ca, UG NX 12.0中文版从入门到精通ug教程ug建模ug模具设计ug12曲面设计钣金草图设计工程图数控编程数控加工ca UG实例视频教程 手机扫码看278节同步教学视频 546页正文内容 90个实战实例分析 12大行业应用案例 188页拓展电子书 基础知识+中小实例+综合案例+视频讲解 零基础工程设计快速入门！
李福林,¥34.50,¥69.00, HuggingFace自然语言处理详解——基于BERT中文模型的任务实战, HuggingFace自然语言处理详解——基于BERT中文模型的任务实战 系统讲解HuggingFace工具集，包括基础知识、实战示例及底层原理 ！内容全面、语言简洁、代码清晰
IT新时代教育,¥34.90,¥69.80, Excel高效办公应用与技巧大全（视频教程+彩色印刷）excel教程办公软件wps谁说菜鸟不会数据分析函数与公式exce, Excel高效办公应用与技巧大全（视频教程+彩色印刷）excel教程办公软件wps谁说菜鸟不会数据分析函数与公式exce 配套同步视频教学 教你10分钟制作出专业报表 熟练使用公式函数、图表、透视表等进行数据分析。赠1000个商用办公模板 电脑入门技能手册 office办公应用快捷速查表
天工在线,¥49.90,¥99.80, cad cam cae完全自学教程中文版Mastercam2022数控加工从入门到精通 实战案例视频版 masterca, cad cam cae完全自学教程中文版Mastercam2022数控加工从入门到精通 实战案例视频版 masterca CAD/CAM/CAE专家编写590分钟同步视频讲解手把手教学+137个实例案例分析+赠送资源+在线服务
新时代教育,¥34.90,¥69.80, wps office办公应用从入门到精通 WPS官方推荐完全自学教程 word ppt excel 函数与公式 办公软件, wps office办公应用从入门到精通 WPS官方推荐完全自学教程 word ppt excel 函数与公式 办公软件 手机扫码看9小时同步视频 WPS官方作序推荐用书，提供2016、2019、MAC版官方软件下载 42个职场Word、Excel、PPT实用案例拿来即用，随书赠2本实物 电脑入门技能手册+快捷键速查手册
米特尼克,¥39.00,¥78.00, 反欺骗的艺术——世界传奇黑客的经历分享, 反欺骗的艺术——世界传奇黑客的经历分享 世界头号黑客米特尼克将功补过的“社交工程学”名作，以一个个侦探故事的形式讲述了积累一生的宝贵亲身经历
韩先超,¥64.00,¥128.00, Kubernetes从入门到DevOps企业应用实战, Kubernetes从入门到DevOps企业应用实战 从0到1，从零开始全面精通Kubernetes，助力企业DevOps应用实践
任鹏举,¥39.50,¥79.00, 片上互连网络——多核／众核处理器关键技术, 片上互连网络——多核／众核处理器关键技术 片上互连网络经典著作，深入解读多核／众核处理器的互连结构
空叶,¥34.90,¥69.90, 人人都能拍大片：手机短视频制作技巧指南, 人人都能拍大片：手机短视频制作技巧指南 手机短视频拍摄+剪辑一本通，短视频快速变现引流，宝妈兼职短视频小白快速上手，构图/运镜/色彩/剪辑，附赠110分钟教学视频。
雷姆兹,¥49.50,¥99.00, 操作系统导论, 操作系统导论 美国知名操作系统教材 紧紧围绕操作系统的三大主题元素--虚拟化 并发和持久性进行讲解
马丁·福勒,¥49.50,¥99.00, 重构 改善既有代码的设计 第2版 平装版, 重构 改善既有代码的设计 第2版 平装版 重构20年 世界软件开发大师MartinFowler的不朽经典 生动阐述重构原理和具体做法 普通程序员进阶到编程高手的修炼秘笈和代码整洁之道
Michael,¥49.90,¥99.90, 架构师修炼之道, 架构师修炼之道 程序员升职加薪跳槽
Nicholas,¥39.00,¥78.00, 数字化生存, 数字化生存 20年前，读它，是科幻书；20年后读它，像历史书。 一本影响千百万人的互联网启蒙经典著作； 一本关于“智能时代”的“说明书”； 预言帝尼葛洛庞帝坦率回应“我有什么地方搞错了吗？”尼葛洛庞帝、胡泳、刘九
AIGC文画学院,¥44.00,¥88.00, ChatGPT AI文案写作从入门到精通, ChatGPT AI文案写作从入门到精通 用ChatGPT进行AI文案写作，大幅度提高你的创作效率
蓝桥杯大赛组委会,¥42.50,¥85.00, 程序设计竞赛专题挑战教程 蓝桥杯官方备赛指南（异步出品）, 程序设计竞赛专题挑战教程 蓝桥杯官方备赛指南（异步出品） 蓝桥杯官方备赛指南！算法编程程序设计软件开发竞赛指导书，覆盖算法竞赛考点，提供在线测评系统，并附赠例题源代码及PPT课件，实现精准备赛、有效刷题！
北见昭子,¥124.70,¥249.50, 最强教科书系列：Excel函数与公式+宏+完全版, 最强教科书系列：Excel函数与公式+宏+完全版 办公场景常用技巧，1-2页包含一个知识点，5分钟消化一个使用技巧，效率提升不只一点点
大卫·马滕斯,¥40.00,¥89.00, 数据科学伦理：概念、技术和警世故事, 数据科学伦理：概念、技术和警世故事 为读者提供真实视角，真正了解数据科学重要的精髓所在；为读者在应用数据科学技术时提供指导和启发性建议，帮助其做出正确判断，规避陷阱。
刘相,¥34.50,¥69.00, 基于全栈中间件的信创实践技术与方法, 基于全栈中间件的信创实践技术与方法 一本关于高效调试的实用指南。聚焦企业在落地信创工作过程中的重点和难点，给出富有建设性的意见和建议的同时，提供了一些行之有效的实践方法和操作步骤。信创实践，信创实践技术与方法，全栈中间件
马特·弗里斯比,¥64.50,¥129.00, JavaScript高级程序设计 第4版, JavaScript高级程序设计 第4版 web前端开发经典教程，JS“红宝书”全新升级，入门+实战，涵盖ECMAScript 2019，提供教学视频+配套编程环境，可直接在线运行随书代码
彭献镇,¥84.00,¥168.00, R语言临床预测模型实战（新时代·技术新未来）, R语言临床预测模型实战（新时代·技术新未来） 10余年R语言医学数据挖掘经验，快速转化成发表SCI的秘诀！全流程讲解临床预测模型构建、评价、验证；50多个案例，逐步深入，手把手教学，拿来即用；提供源程序下载
唐雄燕,¥64.00,¥128.00, 东数西算与算力网络, 东数西算与算力网络 
唯美世界,¥64.00,¥128.00, 中文版After Effects 2023完全案例教程（微课视频版）ae教材教程书籍 after effects短视频剪, 中文版After Effects 2023完全案例教程（微课视频版）ae教材教程书籍 after effects短视频剪 专家教程+216集视频教学+182个实例讲解+配套源文件+实例素材+海量拓展学习资源+在线交流
李海燕,¥44.50,¥89.00, React.js+Node.js+MongoDB企业级全栈开发实践, React.js+Node.js+MongoDB企业级全栈开发实践 详解React.js全家桶及其结合Node.js、MongoDB进行全栈开发的方法 实战企业级应用系统项目开发。React全栈开发，React.js，Node.js，MangoDB
徐炜泓,¥34.50,¥69.00, 游戏设计：深层设计思想与技巧, 游戏设计：深层设计思想与技巧 
洪锦魁,¥84.50,¥169.00, Python王者归来（增强版）, Python王者归来（增强版） 台湾天龙书局科技榜霸榜3年TOP5。全彩印刷。以一敌十的Python全书=Python基础+函数设计+面向对象+计算机视觉+GUI+动画游戏+数据可视化+JSON大数据+Python办公+爬虫+人工智
刘忆智,¥29.90,¥59.80, Linux从入门到精通（第2版）（配光盘）（Linux典藏大系）, Linux从入门到精通（第2版）（配光盘）（Linux典藏大系） 【Linux畅销书！累计18次印刷，畅销6万余册，荣获“读者喜爱的原创IT技术图书奖”，42小时教学视频，提供Ubuntu安装文件，送教学PPT，Linux新手】
李鑫,¥64.90,¥129.90, 中文版Revit 2022完全自学教程, 中文版Revit 2022完全自学教程 Revit 2022新版软件讲解，134个实战练习和3个综合实例、43个软件常见疑难问答，137集980分钟的在线教学视频，还有方便教师教学的PPT课件
明日科技,¥49.50,¥99.00, Python游戏开发快速入门到精通, Python游戏开发快速入门到精通 
郭绍义,¥24.00,¥48.00, Excel完全自学教程（提升职场办公效率的Excel工具箱，轻松实现从新手到高手，从低效办公到高效的转变。）, Excel完全自学教程（提升职场办公效率的Excel工具箱，轻松实现从新手到高手，从低效办公到高效的转变。） 零起步都可以看懂。专业化系统教学、可视化详细讲解。涵盖7大层面：基础操作+图标制作+数据分析+函数统计+实战神技，从实习生到职场精英学习统统有收获。
彭旭光,¥39.90,¥79.80, 从零开始做短视频编导, 从零开始做短视频编导 短视频一本通，编导、拍摄、剪辑、运营完全攻略。练就短视频编+导+剪全能手！赠送视频、素材、效果文件
曾洪飞,¥44.00,¥88.00, 《AutoCAD VBA & VB.NET开发基础与实例教程(附光盘第2版C#版)(光盘1张) 》, 《AutoCAD VBA & VB.NET开发基础与实例教程(附光盘第2版C#版)(光盘1张) 》 
天工在线,¥44.90,¥89.80, AutoCAD 2020从入门到精通CAD视频教程（实战案例版）中文版autocad教材教程书籍 autocad二次开发, AutoCAD 2020从入门到精通CAD视频教程（实战案例版）中文版autocad教材教程书籍 autocad二次开发 2020新版，Autodesk官方认证考试专家编写。手机扫码看120集微视频讲解+158个实例案例分析，cad实战教程/入门教程/视频教程。建筑设计/室内设计/机械设计。
秋叶,¥29.90,¥59.80, 秒懂AI写作：让你轻松成为写作高手, 秒懂AI写作：让你轻松成为写作高手 用AI有效写作，职场应用文、商业营销文案、新媒体写作、调查研究与论文、艺术创作等40多个AI写作案例，场景+方法+公式+总结四大层面，AI让你写得又快又好。
肯·普尔斯,¥79.90,¥159.80, 精通 Power Query," 精通 Power Query Power Query领域的经典之作""猴子书""，420页干货教学，BI佐罗译作，汇集企业实战案例，轻松在Excel和Power BI中实现数据自动化。"
孙英杰,¥49.50,¥99.00, 中文版SketchUp 2022完全实战技术手册, 中文版SketchUp 2022完全实战技术手册 全彩印刷 超值赠送： 138个视频文件，时长近24小时。 大量相关素材文件，容量高达12GB。
安德鲁·S.特南鲍姆,¥69.00,¥138.00, 计算机网络（第6版）, 计算机网络（第6版） 国际计算机网络权威作者Tanenbaum著作，著名译者潘爱民倾力翻译，教辅支持，请联系QQ381844463。
王东,¥34.50,¥69.00, 图解人工智能, 图解人工智能 精美的图文故事、轻松愉快的小视频、丰富的前沿知识，快速提升人工智能基础素养
唯美世界瞿颖建,¥54.00,¥108.00, 中文版Photoshop2022数码照片处理从入门到精通微课视频唯美全彩版 ps入门教程书籍教材 人像摄影精修 风光摄影," 中文版Photoshop2022数码照片处理从入门到精通微课视频唯美全彩版 ps入门教程书籍教材 人像摄影精修 风光摄影 新版本70万册畅销书作者升级力作，2021新版图形图像、视频特效、后期制作一步到位，692集同步视频，356个案例讲解，赠送海量资源，在线交流答疑,方便学习~"
陈浩,¥24.50,¥49.00, 台达PLC编程技术及应用案例, 台达PLC编程技术及应用案例 
段忠杰,¥34.90,¥69.80, 深入浅出算法竞赛（图解版）算法竞赛进阶指南 算法竞赛入门经典 算法竞赛 习题 算法竞赛入门到进阶经典训练指南 ICPC, 深入浅出算法竞赛（图解版）算法竞赛进阶指南 算法竞赛入门经典 算法竞赛 习题 算法竞赛入门到进阶经典训练指南 ICPC 趣味数学应用+经典算法+大量竞赛试题解析，大量浅显易懂的图示剖析解题思路、演绎算法思维
龚超,¥34.90,¥69.80, 人工智能超入门丛书--搜索算法：人工智能如何寻觅最优, 人工智能超入门丛书--搜索算法：人工智能如何寻觅最优 人工智能超入门，全面系统，通俗易懂，小白也能看懂的人工智能入门书
陈佳林,¥74.50,¥149.00, Frida Android SO逆向深入实践, Frida Android SO逆向深入实践 从基础到深入，使用Frida揭示原生App的逆向、分析和破解之奥秘！
肯尼斯·里科,¥49.50,¥99.00, C和指针, C和指针 
李杰,¥54.00,¥108.00, uni-app多端跨平台开发从入门到企业级实战 大量讲解视频 完整实战教程 前端框架 h5网页 Android iOS, uni-app多端跨平台开发从入门到企业级实战 大量讲解视频 完整实战教程 前端框架 h5网页 Android iOS 程序思维之前端框架实战系列 开发者终极跨平台解决方案 uni-app在手，快速交付不愁 前端 小程序 H5网页 Android iOS 快应用开发 企业级点餐应用实战 面试参考手册 微信 支付宝 京东
阿米特·萨哈,¥29.50,¥59.00, Python数学编程, Python数学编程 有趣、生动、实用 高中生也能看得懂的Python编程书 美国亚马逊青少年学计算机编程畅销书 通过编程来探究代数、统计、几何、概率、微积分等数学主题
梅中磊,¥34.50,¥69.00, MATLAB电磁场与微波技术仿真, MATLAB电磁场与微波技术仿真 教学名师作品！MathWorks图书计划！MathWorks Fellow Jim Tung作序！配套畅销理论教材及程序代码！
马克·格雷戈勒,¥114.00,¥228.00, C++20高级编程(第5版)," C++20高级编程(第5版) C++标准委员会主席Herb Sutter大力推荐, C++标准委员会成员Marc Gregoire执笔,知名C++大咖“程序喵大人”领衔翻译。获国内C++社区李建忠、吴咏炜、高博、吴天明等推荐"
我妻幸长,¥44.90,¥89.90, 写给新手的深度学习——用Python学习神经网络和反向传播 chatgpt聊天机器人 图神经网络与深度学习 机器学习实战, 写给新手的深度学习——用Python学习神经网络和反向传播 chatgpt聊天机器人 图神经网络与深度学习 机器学习实战 
谢中华,¥59.50,¥119.00, MATLAB数学建模方法与应用," MATLAB数学建模方法与应用 200多个MATLAB案例+数学建模竞赛真题解析+丰富的配套资源,数学建模竞赛指导教师经验总结"
科尔·努斯鲍默·纳福利克,¥34.90,¥69.80, 用数据讲故事（修订版）, 用数据讲故事（修订版） 
柏先云,¥34.00,¥68.00, 人工智能ChatGPT+Excel办公应用从入门到精通, 人工智能ChatGPT+Excel办公应用从入门到精通 全面揭示ChatGPT与 Excel结合的技术秘笈，技巧详解+示例实操，助您从入门到精通！
向晓汉,¥34.00,¥68.00, 西门子WinCC V7.3组态软件完全精通教程, 西门子WinCC V7.3组态软件完全精通教程 西门子WinCC V7.3组态软件自学宝典
李强,¥44.00,¥88.00, 云作业调度算法, 云作业调度算法 
李航,¥69.00,¥138.00, 机器学习方法, 机器学习方法 
西蒙·蒙克,¥24.90,¥49.80, Python树莓派编程从零开始（第3版）, Python树莓派编程从零开始（第3版） 更新到树莓派4版本，涵盖新的树莓派OS，包含DIY项目实践。 无需编程经验，本书可以帮你在强大的树莓派上创建有新意的程序和有趣的游戏。随书赠送源代码，获取地址见书封底折页二维码。
张轶,¥47.50,¥95.00, MATLAB信号处理——算法、仿真与实现, MATLAB信号处理——算法、仿真与实现 MathWorks图书计划！华中科技大学、武汉大学、大唐移动通信专家联袂推荐！配套程序代码、教学大纲、教学课件、测试习题丰富资源
曾晓宏,¥34.50,¥69.00, 数据中心弱电及消防系统运维, 数据中心弱电及消防系统运维 基础打得牢，运维搞得好
敬伟,¥54.00,¥108.00, Illustrator 2022从入门到精通, Illustrator 2022从入门到精通 敬伟老师 清大文森学堂开课啦！玩转矢量图形设计 全彩印刷 视频精讲 一切从零开始?阶梯渐进学习
Excel精英部落,¥64.00,¥128.00, Excel应用技巧速查宝典（视频案例版 彩色印刷）excel函数与公式应用大全 wps office excel书籍教程, Excel应用技巧速查宝典（视频案例版 彩色印刷）excel函数与公式应用大全 wps office excel书籍教程 手机扫码看581节25小时同步视频讲解+516个Excel技巧解析+343个行业应用案例，赠37小时Word/Excel/PPT教学视频，Excel速查大全，随查随用
赵罘,¥39.90,¥79.80, SOLIDWORKS 2023中文版机械设计从入门到精通, SOLIDWORKS 2023中文版机械设计从入门到精通 SolidWorks 2023新版教程，理论+操作+实际应用，丰富案例教学，同步在线教学视频，机械设计/建模/装配/仿真分析，附赠PPT课件。
吴光科,¥34.50,¥69.00, Linux内核调优——构建高性能的企业服务, Linux内核调优——构建高性能的企业服务 Linux运维实战专家吴光科团队精心打造，近百位来自百度、阿里、腾讯、京东专家共同打磨，3000分钟视频讲解
乔玉晶,¥34.00,¥68.00, 机器人感知系统设计及应用, 机器人感知系统设计及应用 根据机器人所处环境的不同，详细讲解机器人传感系统的设计方法及各类传感器的配置
释慧利,¥44.90,¥89.80, 深入理解分布式共识算法," 深入理解分布式共识算法 涵盖大部分流行的共识算法和分布式事务实现方法,Apache和蚂蚁金服的多位专家等人力荐"
杨维忠,¥59.00,¥118.00, Python机器学习原理与算法实现, Python机器学习原理与算法实现 致力于让掌握Python机器学习应用 更简单、更实用、更高效
罗中赫,¥29.00,¥58.00, ChatGPT：开启智能交互新时代, ChatGPT：开启智能交互新时代 ChatGPT：让你的生活更智能，让你的未来更可期！
冯方向,¥49.50,¥99.00, 多模态深度学习技术基础, 多模态深度学习技术基础 图像语言多模态信息处理已经成为学术和业界的热点和趋势，迄今还没有专业的教材。领域顶级学术会议ACM MM的最佳论文提名作者，十余年多模态信息处理学术研究和工程实践。
周长锁,¥29.00,¥58.00, 欧姆龙PLC编程及应用实例, 欧姆龙PLC编程及应用实例 快速掌握欧姆龙CJ2M系列PLC编程技术
