author,now_price,pre_price,short_title,title
拉朱·甘地,¥64.00,¥128.00, Head First Git 实战（中文版）, Head First Git 实战（中文版） 计算机-编程
方其桂,¥29.90,¥59.80, 小学生C++创意编程 视频教学版, 小学生C++创意编程 视频教学版 
威廉·肖特斯,¥64.50,¥129.00, Linux命令行大全 第2版, Linux命令行大全 第2版 手把手教你学Linux操作系统，脚本shell编程代码书写，系统管理编程运维，学习使用bash（Linux Shell）编写完整的程序。
潘美冰,¥44.50,¥89.00, 让Python遇上Office——从编程入门到自动化办公实践, 让Python遇上Office——从编程入门到自动化办公实践 详解从编程语法到自动化办公，提升办公效率
AIGC文画学院,¥39.00,¥78.00, AI绘画师：电商产品文案+广告＋模特＋视频制作全攻略, AI绘画师：电商产品文案+广告＋模特＋视频制作全攻略 ChatGPT；Midjourney;
张传波,¥34.00,¥68.00, 火球——UML大战需求分析（第二版）," 火球——UML大战需求分析（第二版） UML中国UML认证专家委员会专家、“豆芽儿”CTO张传波老师力作,二十年UML研究及应用经验"
周玉姣,¥29.90,¥59.80, Audition 2022全面精通：录音剪辑+消音变调+配音制作+唱歌后期+案例实战, Audition 2022全面精通：录音剪辑+消音变调+配音制作+唱歌后期+案例实战 一本书全面精通Audition！540多张图片全程图解，170分钟语音教学视频，530多个素材效果奉献，20多个专家指点放送，160多个典型技能案例
秦阳,¥44.90,¥89.90, Word Excel PPT Visio Project高效办公技巧宝典, Word Excel PPT Visio Project高效办公技巧宝典 一本书搞定office五大应用，微软官方作序推荐，Office基础办公+Visio流程图+Project项目管理，视频教学+练习文件+海量模板。
龙飞,¥44.00,¥88.00, Adobe Firefly：AI绘画从入门到精通, Adobe Firefly：AI绘画从入门到精通 人工智能 AI绘画教程书 以文生图、生成填充、文字效果、矢量着色、PS AI工具
郑剑春,¥24.50,¥49.00, 乐高SPIKE Prime入门, 乐高SPIKE Prime入门 乐高新产品：SPIKE Prime科创套装，机器人编程学起来！
罗磊,¥49.00,¥98.00, 科研论文配图设计与制作一本通, 科研论文配图设计与制作一本通 手机扫码，观看视频，300多分钟同步教学视频，演示制作全程；7大热门软件，25个经典案例，即学即会
饭盛英二,¥34.90,¥69.80, 完全图解5G 5G移动通信工作原理 图解5g技术 图解5g工作原理 大话5g时代 图解5G时代商业模式 5g系统技术原理, 完全图解5G 5G移动通信工作原理 图解5g技术 图解5g工作原理 大话5g时代 图解5G时代商业模式 5g系统技术原理 一本书了解第五代移动通信技术的基础结构、关键技术、工作原理和应用场景，了解5G时代生活和商业发生的变化，了解国外使用5G技术的新商业案例，了解5G带来的新商机！
杜亚南,¥64.90,¥129.80, 新印象 Unity 2020游戏开发基础与实战, 新印象 Unity 2020游戏开发基础与实战 Unity游戏开发教程，以技术讲解和项目实战为主，从Unity的基础操作讲解到游戏开发核心技术，丰富实战案例，附赠素材文件、1020分钟案例教学视频及300多分钟C#入门视频。
阿利斯泰尔·克罗尔,¥59.90,¥119.80, 精益数据分析 珍藏版, 精益数据分析 珍藏版 商业数据分析入门书，精益创业运动开创者埃里克·莱斯作序推荐，王诗沐、史凯等大咖联合推荐，用精益数据分析打造符合市场需求的产品！
龙豪杰,¥34.00,¥68.00, Python自动化办公从入门到精通——让Excel、Word、PPT飞起来, Python自动化办公从入门到精通——让Excel、Word、PPT飞起来 配视频讲解，难点直接粉碎！著名Python编程讲师龙豪杰作品
刘安战,¥44.50,¥89.00, HarmonyOS移动应用开发（ArkTS版）, HarmonyOS移动应用开发（ArkTS版） 58个示例源代码，13章教学课件！基于ArkTS语言、采用最新API，系统地介绍HarmonyOS移动应用开发技术
安德里亚斯,¥39.50,¥79.00, Python机器学习基础教程, Python机器学习基础教程 基于Python3的机器学习入门教程 以机器学习算法实践为重点 使用scikit-learn库从头构建机器学习应用 涵盖模型评估调参方法 交差验证网格搜索 管道概念及文本数据处理方法等内容
王红元,¥79.50,¥159.00, Vue.js 3+TypeScript完全指南, Vue.js 3+TypeScript完全指南 资深前端技术大佬coderwhy经验分享，全面介绍Vue.js 3和TypeScript前端开发技术及核心原理，手写Mini-Vue.js 3框架
崔庆才,¥69.90,¥139.80, Python3网络爬虫开发实战 第2版, Python3网络爬虫开发实战 第2版 Python之父推荐的爬虫入门到实战教程书籍，上一版销量近10万册，静觅博客博主崔庆才倾力打造，App端也能爬
蔡荣啸,¥64.00,¥128.00, 信息学奥赛一本通关, 信息学奥赛一本通关 基于少儿编程大背景，提供一条通往初中、高中、大学的上升通道。
矢泽久雄,¥29.90,¥59.80, 计算机是怎样跑起来的, 计算机是怎样跑起来的 计算机网络概论图解趣味版 网络基础知识书籍 菜鸟程序员入门书籍
赖纳·格林,¥64.00,¥128.00, C++ Core Guidelines解析, C++ Core Guidelines解析 现代C++编程Best Practices的共识，C++ Core Guidelines的中文精准导读。C++创始人Bjarne Stroustrup、C++标准委员会主席Herb Sutter倾力推
龙飞,¥29.50,¥59.00, 剪映实用教程（电脑版+手机版）, 剪映实用教程（电脑版+手机版） 扫码看173分钟教学视频；赠送PPT、配套剪辑素材；剪映教程书 影视剪辑技巧 视频拍摄 视频制作 电影解说 音频处理 后期特效 滤镜调色 转场 字幕 分屏
石田保辉,¥44.50,¥89.00, 我的第一本算法书, 我的第一本算法书 人人都能看懂的算法入门书 算法图解彩色版 从零开始趣学算法和数据结构
矢泽久雄,¥29.90,¥59.80, 程序是怎样跑起来的（第3版）, 程序是怎样跑起来的（第3版） 计算机组成原理图解趣味版，蹲马桶便能看懂的计算机和编程原理入门知识，网络是怎样连接的，计算机是怎样跑起来的姊妹篇，日文版重印41次
上野,¥29.90,¥59.80, 图解HTTP, 图解HTTP Web开发工程师参考书目 172张图详解HTTP协议 涉及web安全及新技术动向 HTTP指南 图解TCP/IP图解网络硬件图解机器学习图解密码技术姊妹篇
罗伯特·C,¥49.50,¥99.00, 代码整洁之道, 代码整洁之道 鲍勃大叔作品，程序员，汇聚编程大师数十年编程生涯的心得体会，阐释如何解决软件开发人员、项目经理及软件项目领导们所面临的*棘手的问题; 软件开发领域为数不多的长经典著作
王晓华,¥34.50,¥69.00, PyTorch 2.0深度学习从零开始学, PyTorch 2.0深度学习从零开始学 实战中文情感分类、拼音汉字转化、中文文本分类、拼音汉字翻译、强化学习、语音唤醒、人脸识别
樊胜民,¥24.00,¥48.00, Arduino编程与硬件实现, Arduino编程与硬件实现 Arduino + 电子元器件，软件+硬件 一本掌握
赵春生,¥49.50,¥99.00, PLC结构化文本编程一本通, PLC结构化文本编程一本通 彩色图解+视频讲解，PLC ST/SCL语言编程，支持西门子、三菱等PLC
张益珲,¥39.90,¥79.80, 循序渐进Vue.js 3前端开发实战, 循序渐进Vue.js 3前端开发实战 教你活用Vue.js 3全家桶及周边框架构建商业应用
宋珂,¥39.00,¥78.00, AUTOSAR规范与车用控制器软件开发, AUTOSAR规范与车用控制器软件开发 AUTOSAR规范学习参考用书
明日科技,¥44.90,¥89.80, Python从入门到精通（第3版）, Python从入门到精通（第3版） Python入门经典，26万Python程序员的入行选择。配备升级版Python开发资源库，在线大咖课+在线答疑，学习1小时，训练10小时，从入门到项目上线，打造全新学习生态。
霍春阳,¥59.90,¥119.80, Vue.js设计与实现, Vue.js设计与实现 Vue.js 官方团队成员霍春阳倾力打造，基于 Vue.js 3 深入解析 Vue.js 设计细节，Vue.js 作者尤雨溪作序推荐，本书提供源代码下载。
魏梦舒,¥29.50,¥59.00, 漫画ChatGPT——小灰的AI之旅, 漫画ChatGPT——小灰的AI之旅 
康拉德,¥59.90,¥119.90, Adobe Photoshop 2023经典教程（彩色版）, Adobe Photoshop 2023经典教程（彩色版） Adobe专家编写，官方认证2023新版Photoshop教程，入门讲解+新增功能介绍+实例操作+课后习题，新增读者福利卡，累计发行20年的系列教程。
吕鹏,¥39.90,¥79.80, 计算社会科学导论, 计算社会科学导论 社会科学家的一节人工智能课
戴凤智,¥24.00,¥48.00, 四旋翼无人机的制作与飞行, 四旋翼无人机的制作与飞行 拿下你的首架无人机，无人机操作视频演示，无人机组装详解
白志刚,¥24.00,¥48.00, 自动调节系统解析与PID整定, 自动调节系统解析与PID整定 
金桥,¥34.50,¥69.00, 30天精学Excel 从菜鸟到数据分析高手, 30天精学Excel 从菜鸟到数据分析高手 Excel教程书籍教学函数与公式应用大全，制作图表进行数据分析，数据透视表Excelhome云课堂金桥老师作品，配套同步教学视频，一本书搞定高效办公。
Robert,¥64.90,¥129.80, 算法(第4版), 算法(第4版) 【图灵程序设计丛书】算法领域的经典参考书 众多图例实现图解算法和算法导论 基于Java语言实现算法和数据结构 熟练掌握算法设计与分析
增井敏克,¥39.90,¥79.80, 完全图解网络与信息安全 数据安全 黑客攻防从入门到精通 网络安全攻防技术 数据安全架构设计 一本计算机网络安全相关概念和, 完全图解网络与信息安全 数据安全 黑客攻防从入门到精通 网络安全攻防技术 数据安全架构设计 一本计算机网络安全相关概念和 攻击方式、安全技术、防范对策、组织体制完全图解，全面学习网络与信息安全相关的知识，确保个人和周边的网络信息安全。
卢西亚诺·拉马略,¥99.90,¥199.80, 流畅的Python（第2版）, 流畅的Python（第2版） Python编程好书新升级，基于Python3.10更新与修订。好评如潮的Python进阶指南，第1版中文版累计销量近8万册，带你深入理解Python语言核心特性与底层逻辑！
刘浩,¥49.50,¥99.00, MATLAB R2022a完全自学一本通, MATLAB R2022a完全自学一本通 “完全自学一本通”系列图书畅销15年累计超80万册。已被超过20万MATLAB用户选择为入门书，MathWorks公司推荐用书。
王振丽,¥44.50,¥89.00, Python数据分析与可视化项目实战, Python数据分析与可视化项目实战 Python数据分析与可视化项目实战，全案例呈现，内容丰富实用，读者可以即学即用。扫码看视频，学习更高效。免费赠送案例代码。
MICK,¥39.50,¥79.00, SQL基础教程 第2版, SQL基础教程 第2版 畅销书SQL基础教程全新升级 SQL从入门到精通 SQL必知必会 随书附赠程序示例和习题答案
阿布编程,¥44.50,¥89.00, CPU眼里的C/C++, CPU眼里的C/C++ 用独特的底层视角，重新审视编程的艺术，构建一个涵盖代码、指令、CPU、内存的软、硬件图景。
唯美世界,¥49.90,¥99.80, 中文版Photoshop 2022从入门到精通（微课视频 全彩版）ps入门书籍 PS教程教材 摄影后期 图片后期 调色, 中文版Photoshop 2022从入门到精通（微课视频 全彩版）ps入门书籍 PS教程教材 摄影后期 图片后期 调色 PS2022新版，Adobe专家升级畅销书，手机扫码看421集PS视频教程+配套源文件，赠本书实例素材及其他实用设计素材、各种设计宝典及速查手册、PPT课件等
丹尼尔·索利斯,¥64.50,¥129.00, C#图解教程 第5版, C#图解教程 第5版 长销十余年、数万读者认可的C#入门经典再次更新 全面涵盖C# 6.0和C# 7.0的新增特性 简洁的文字描述并辅以清晰易懂的图示 高效掌握和透彻理解C#语言的不二之选
精英资讯,¥39.90,¥79.80, WPS Office 高效办公从入门到精通（微课视频版）wps教程书籍2023版 AI生成 办公软件自学教材 excel, WPS Office 高效办公从入门到精通（微课视频版）wps教程书籍2023版 AI生成 办公软件自学教材 excel WPS 2023版本+WPS AI+1193分钟同步视频教程+同步学习素材+2000个常用办公模板+WPS二级考试题+3套计算机二级考试模拟试题详解，技能提升与认证考试两不误
刘慧娟,¥49.50,¥99.00, ANSYS Maxwell+Workbench 2021 电机多物理场耦合有限元分析从入门到工程实战, ANSYS Maxwell+Workbench 2021 电机多物理场耦合有限元分析从入门到工程实战 ANSYS Workbench有限元分析从入门到精通
谢文睿,¥29.90,¥59.80, 机器学习公式详解, 机器学习公式详解 人工智能领域中文的开山之作、周志华 西瓜书 机器学习 伴侣书，Datawhale开源协作学习笔记 南瓜书，机器学习初学小白提升数学基础能力的练习书！
罗凯,¥29.90,¥59.80, ChatGPT无限可能：人工智能引领财富升级之路, ChatGPT无限可能：人工智能引领财富升级之路 
清华大学出版社,¥44.90,¥89.80, 算法竞赛入门经典——习题与解答, 算法竞赛入门经典——习题与解答 
许成刚,¥34.00,¥68.00, eNSP网络技术与应用从基础到实战," eNSP网络技术与应用从基础到实战 全程操作视频，技术大牛大阮晓龙老师力作,一站式掌握，立体学习资源，突出工程化训练，轻松脱离业余级别，"
俞志宏,¥39.50,¥79.00, 我在硅谷管芯片：芯片产品线经理生存指南, 我在硅谷管芯片：芯片产品线经理生存指南 是一本详细描述芯片产品线生存指南的好书，作者以自己多年来在美国硅谷管理并参与芯片设计与芯片生产，到芯片的销售和管理以及芯片的升级维护等经历为大家展现了芯片行业的真实情景和实际运作的方法。
11号线人,¥54.50,¥109.00, 大话自动驾驶, 大话自动驾驶 自动驾驶 “百科全书”，全面科普自动驾驶软硬件知识及行业故事，有趣有深度，多位高校学者及业内专家推荐
杨波,¥29.90,¥59.80, Kali Linux渗透测试技术详解, Kali Linux渗透测试技术详解 【涵盖非常广泛！基于非常流行的Kali Linux系统，详解39款专用工具、38个实例，涵盖从安装配置，到信息收集和漏洞扫描及利用，再到权限提升及各种渗透测试等核心技术。信息安全人员】
Scott,¥49.50,¥99.00, Effective Modern C++中文版, Effective Modern C++中文版 
轩辕之风,¥59.00,¥118.00, 趣话计算机底层技术, 趣话计算机底层技术 一趟故事与技术的奇幻之旅。涵盖CPU存储IO操作系统编程安全六大主题。几十个故事之间既有关联让你像追剧一样学技术；也有一定独立性，随时翻开一篇都能有收获
泰克教育集团,¥64.00,¥128.00, HCIE路由交换学习指南, HCIE路由交换学习指南 目前唯1能全面涉及HCIE路由交换各方向知识的书籍
马占凯,¥44.00,¥88.00, ChatGPT：人类新纪元," ChatGPT：人类新纪元 ""搜狗输入法之父""、美团光年首席AGI布道师马占凯重磅新作，零基础也能读懂的ChatGPT入门书，轻松了解AIGC、通用人工智能的发展史，罗永浩、梁宁、戴雨森、王建硕、王玥倾情推荐。"
黄佳,¥44.90,¥89.80, 零基础学机器学习, 零基础学机器学习 人工智能教程籍，深入浅出神经网络与深度学习入门，基于python框架算法，机器学习入门小白书，与小冰一起课堂培训丰富的实战案例赠送全书实例源代码、案例数据集。
杨金升,¥44.50,¥89.00, CANoe开发从入门到精通, CANoe开发从入门到精通 采用*的CANoe 11.0版本，提供源代码及相关资料下载。
赵军,¥49.90,¥99.80, R语言医学数据分析实战, R语言医学数据分析实战 
秦曾昌,¥44.00,¥88.00, 漫话人工智能：从二进制到未来智能社会, 漫话人工智能：从二进制到未来智能社会 入选“科普中国出版创作扶持计划”——超有趣的人工智能科普书，全民AI时代的必修课！手绘插图，全彩印刷，北航教授与你妙侃人工智能的前世今生
张彦,¥34.90,¥69.80, Python青少年趣味编程全彩版 独家配备71集视频教学课程 手机扫码看视频 少儿编程 小学生趣味编程 教孩子学编程 少, Python青少年趣味编程全彩版 独家配备71集视频教学课程 手机扫码看视频 少儿编程 小学生趣味编程 教孩子学编程 少 
熊王,¥49.50,¥99.00, PPT影响力:逻辑思维·设计技法·演讲表达, PPT影响力:逻辑思维·设计技法·演讲表达 同步视频+案例课件+练习素材+作者答疑+海量资源
丁向民,¥29.00,¥58.00, 蓝桥杯 真题分类解析（C/C++版·软件类）, 蓝桥杯 真题分类解析（C/C++版·软件类） 蓝桥真题 帮你走上赛事之巅 分类解析 让你更快荣获国一
AIGC文画学院,¥44.00,¥88.00, ChatGPT+Midjourney AI绘画入门教程, ChatGPT+Midjourney AI绘画入门教程 AI绘画教程ChatGPT+Midjourney
AIGC文画学院,¥44.00,¥88.00, AI绘画师：文案、图片与视频制作从入门到精通, AI绘画师：文案、图片与视频制作从入门到精通 AI；ChatGPT；Midjourney;AIGC;剪映；文心；
阿尔·斯维加特,¥44.50,¥89.00, Python编程快速上手 让繁琐工作自动化 第2版, Python编程快速上手 让繁琐工作自动化 第2版 Python编程从入门到实践姊妹篇，零基础自学Python教程书籍，提供配套同步教学视频、在线编程环境，初版译著豆瓣评分9.6分！针对Python3.X版本更新，海量学习资源随书送
博韦,¥49.00,¥98.00, 深入理解LINUX内核（第三版）, 深入理解LINUX内核（第三版） 为了彻底理解是什么使得Linux能正常运行以及其为何能在各种不同的系统中运行良好，你需要深入研究内核本质的部分。
程晨,¥34.90,¥69.80, 开源鸿蒙（OpenHarmony）嵌入式开发实践, 开源鸿蒙（OpenHarmony）嵌入式开发实践 基于开源大师兄的开源鸿蒙南向开发，实例引入，浅显易懂
彼得·法雷尔,¥54.90,¥109.80, 用Python学数学, 用Python学数学 编程思维与数学思维强强联合，利用Python的可视化方法，基于Python 3代码示例，解决经典的代数、几何、三角、微积分等数学案例，开启程序员的数学与Python的奇幻之旅，全彩印刷。
CAE技术联盟,¥39.90,¥79.80, ABAQUS 2022中文版有限元分析从入门到精通, ABAQUS 2022中文版有限元分析从入门到精通 适用于2024/2022/2020各版，百万工程师的选择，51集同步微视频，15个综合实战案例
悉达多·饶,¥59.90,¥119.80, 21天学通C++（第9版）, 21天学通C++（第9版） 21天系列好书再升级，初学者入门C++编程的优质好书，提供代码示例，操作性强，给自己21天的时间，轻松学习C++编程！
V脸喵,¥44.00,¥88.00, 零基础玩转iPad数码水彩, 零基础玩转iPad数码水彩 Procreate插画入门教程 赠水彩笔刷纸纹 Procreate水彩教程 iPad水彩绘画教程
CAE技术联盟,¥44.90,¥89.80, Ansys Workbench 2022中文版有限元分析从入门到精通, Ansys Workbench 2022中文版有限元分析从入门到精通 适用于2024/2022/2020各版，百万工程师的选择，23集同步微视频，23个经典工程实例，8种常见零部件分析
明日科技,¥49.90,¥99.80, C#从入门到精通（第6版）, C#从入门到精通（第6版） C#入门经典，销售12年，50万C#程序员、数百所高校选择，164集微课视频+236个应用示例+129个编程训练+97个实践练习
张栋,¥44.90,¥89.80, Word最强教科书[完全版] 零基础自学office电脑基础从入门到精通 计算机办公软件快捷操作视频教程书, Word最强教科书[完全版] 零基础自学office电脑基础从入门到精通 计算机办公软件快捷操作视频教程书 想学好Word？看点有用的！系列新成员前来报到，128个超好用的Word办公场景常用技巧，效率提升不只一点点！
王小亦,¥29.50,¥59.00, 短视频文案：创意策划、写作技巧和视觉优化, 短视频文案：创意策划、写作技巧和视觉优化 短视频运营，短视频文案策划、写作技巧全包含，轻松创作爆款短视频文案，打造超高点击量和变现力短视频
刘凤飞,¥44.50,¥89.00, 轻松玩转Scratch 3.0编程（第2版）, 轻松玩转Scratch 3.0编程（第2版） 快快乐乐学编程，编程中培养创新思维，赠送长达410分钟视频讲解
姚舜才,¥44.50,¥89.00, 神经网络与深度学习——基于MATLAB的仿真与实现, 神经网络与深度学习——基于MATLAB的仿真与实现 系统论述神经网络及深度学习的基本理论、方法、技术和MATLAB仿真案例!多位行业知名专家联袂推荐
埃里克,¥49.90,¥99.80, 领域驱动设计 软件核心复杂性应对之道 修订版, 领域驱动设计 软件核心复杂性应对之道 修订版 领域驱动设计 软件核心复杂性应对之道 修订版DDD软件项目开发教程书籍 领域驱动设计实践指南 领域驱动设计与模式实战
里沙尔·赫班斯,¥44.00,¥88.00, 人工智能算法图解, 人工智能算法图解 人工智能初创公司创始人Rishal 帮你入门人工智能算法，只需具备高中数学水平和基础编程知识，两周内实现将人工智能算法嵌入手头项目。
明日科技,¥39.90,¥79.80, C语言从入门到精通（第6版）, C语言从入门到精通（第6版） C语言入门经典，46万C程序员的入门选择。配备升级版C语言开发资源库，在线答疑，学习1小时，训练10小时，从入门到项目上线，打造全新学习生态。
丁金滨,¥69.50,¥139.00, GraphPad Prism科技绘图与数据分析, GraphPad Prism科技绘图与数据分析 GraphPad Prism 软件资深专家教你如何专注于数据中的故事，并创建令人惊叹的图形！
竹下隆史,¥34.50,¥69.00, 图解TCP/IP：第5版【原版畅销36万册！268张图解轻松入门】, 图解TCP/IP：第5版【原版畅销36万册！268张图解轻松入门】 图文并茂的网络管理技术书籍 TCP/IP圣经级教材 图解HTTP 图解网络硬件 图解机器学习 图解密码技术姊妹篇 原版畅销36万册
唯美世界,¥64.00,¥128.00, 中文版Premiere Pro 2023完全案例教程（微课视频版）pr教程教材书籍 premiere短视频剪辑制作教程书, 中文版Premiere Pro 2023完全案例教程（微课视频版）pr教程教材书籍 premiere短视频剪辑制作教程书 专家教程+216集视频教学+182个实例讲解+配套源文件+实例素材+海量拓展学习资源+在线交流
刘林,¥54.50,¥109.00, 数据分析师手记——数据分析72个核心问题精解, 数据分析师手记——数据分析72个核心问题精解 从0到1，系统的基础入门路线图，实战性强，开箱即用
巴拉斯拉姆达,¥34.00,¥68.00, 基于深度学习的生命科学, 基于深度学习的生命科学 本书概述了深度学习在生命科学许多领域的应用，包括在遗传学、药物发现以及医学诊断中的应用
龙飞,¥34.50,¥69.00, 剪映教程：3天成为短视频与Vlog剪辑高手, 剪映教程：3天成为短视频与Vlog剪辑高手 由剪映课程讲师针对20万学员喜欢的后期处理技巧精心讲解，14个专题内容，87个干货技巧，随书赠送30个短视频拍摄与Vlog运镜技巧手册，帮助读者快速成为短视频与Vlog拍摄达人。
张晓,¥44.90,¥89.80, Python编程实战100例 100个编程实例 1390分钟视频讲解 核心编程应用 项目开发 python进阶 pyth, Python编程实战100例 100个编程实例 1390分钟视频讲解 核心编程应用 项目开发 python进阶 pyth 核心编程应用实例 图形界面编程 自动化编程 网络爬虫 数据库开发 多媒体处理 数据分析 人工智能编程
斯蒂芬·詹森,¥79.00,¥158.00, 机器学习在算法交易中的应用第2版 人工智能量化交易 tensorflow pytorch机器学习开发算法交易 系统量化投, 机器学习在算法交易中的应用第2版 人工智能量化交易 tensorflow pytorch机器学习开发算法交易 系统量化投 机器学习和金融投资图书作品，综合阐述机器学习算法在投资和交易领域中的实践应用。通过本书，读者可了解各种实用的机器学习算法，构建自己的预测模型，设计并评估自己的交易策略，更好地为投资和交易服务。
Victor,¥59.00,¥118.00, CG造型基础与创作·入门篇, CG造型基础与创作·入门篇 
